Processed,Method,URI
true,GET,https://docs.oracle.com/fr/cloud/saas/procurement/21c/
true,GET,https://docs.oracle.com/de/cloud/saas/procurement/21c/
true,GET,https://docs.oracle.com/es/cloud/saas/procurement/21c/
true,GET,https://docs.oracle.com/it/cloud/saas/sales/21c/
true,GET,https://docs.oracle.com/zh-cn/cloud/saas/sales/21c/
true,GET,https://docs.oracle.com/ro/cloud/saas/sales/21c/
true,GET,https://docs.oracle.com/nl/cloud/saas/sales/21c/
true,GET,https://docs.oracle.com/de/cloud/saas/sales/21c/
true,GET,https://docs.oracle.com/fr/cloud/saas/sales/21c/
true,GET,https://docs.oracle.com/pt-br/cloud/saas/sales/21c/
true,GET,https://docs.oracle.com/es/cloud/saas/sales/21c/
true,GET,https://docs.oracle.com/it/cloud/saas/talent-management/21c/
true,GET,https://docs.oracle.com/zh-cn/cloud/saas/talent-management/21c/
true,GET,https://docs.oracle.com/ro/cloud/saas/talent-management/21c/
true,GET,https://docs.oracle.com/de/cloud/saas/talent-management/21c/
true,GET,https://docs.oracle.com/fr/cloud/saas/talent-management/21c/
true,GET,https://docs.oracle.com/pt-br/cloud/saas/talent-management/21c/
true,GET,https://docs.oracle.com/es/cloud/saas/talent-management/21c/
true,GET,https://docs.oracle.com/nl/cloud/saas/talent-management/21c/
true,GET,https://docs.oracle.com/en/solutions/iot-production-monitoring-cloud-with-manufacturing-cloud/
true,GET,https://docs.oracle.com/ar/solutions/iot-production-monitoring-cloud-with-manufacturing-cloud/
true,GET,https://docs.oracle.com/de/solutions/iot-production-monitoring-cloud-with-manufacturing-cloud/
true,GET,https://docs.oracle.com/es/solutions/iot-production-monitoring-cloud-with-manufacturing-cloud/
true,GET,https://docs.oracle.com/fr/solutions/iot-production-monitoring-cloud-with-manufacturing-cloud/
true,GET,https://docs.oracle.com/ja/solutions/iot-production-monitoring-cloud-with-manufacturing-cloud/
true,GET,https://docs.oracle.com/it/solutions/iot-production-monitoring-cloud-with-manufacturing-cloud/
true,GET,https://docs.oracle.com/ko/solutions/iot-production-monitoring-cloud-with-manufacturing-cloud/
true,GET,https://docs.oracle.com/pt-br/solutions/iot-production-monitoring-cloud-with-manufacturing-cloud/
true,GET,https://docs.oracle.com/zh-cn/solutions/iot-production-monitoring-cloud-with-manufacturing-cloud/
true,GET,https://docs.oracle.com/zh-tw/solutions/iot-production-monitoring-cloud-with-manufacturing-cloud/
true,GET,https://docs.oracle.com/en/solutions/iot-production-monitoring-cloud-with-maintenance-cloud/
true,GET,https://docs.oracle.com/ja/solutions/iot-production-monitoring-cloud-with-maintenance-cloud/
true,GET,https://docs.oracle.com/de/solutions/iot-production-monitoring-cloud-with-maintenance-cloud/
true,GET,https://docs.oracle.com/es/solutions/iot-production-monitoring-cloud-with-maintenance-cloud/
true,GET,https://docs.oracle.com/ar/solutions/iot-production-monitoring-cloud-with-maintenance-cloud/
true,GET,https://docs.oracle.com/fr/solutions/iot-production-monitoring-cloud-with-maintenance-cloud/
true,GET,https://docs.oracle.com/en/cloud/paas/analytics-cloud/acsom/
true,GET,https://docs.oracle.com/it/solutions/iot-production-monitoring-cloud-with-maintenance-cloud/
true,GET,https://docs.oracle.com/pt-br/solutions/iot-production-monitoring-cloud-with-maintenance-cloud/
true,GET,https://docs.oracle.com/en/cloud/paas/analytics-cloud/acsam/
true,GET,https://docs.oracle.com/en/cloud/paas/analytics-cloud/agess/
true,GET,https://docs.oracle.com/zh-tw/solutions/iot-production-monitoring-cloud-with-maintenance-cloud/
true,GET,https://docs.oracle.com/ko/solutions/iot-production-monitoring-cloud-with-maintenance-cloud/
true,GET,https://docs.oracle.com/en/cloud/paas/analytics-cloud/esugc/
true,GET,https://docs.oracle.com/zh-cn/solutions/iot-production-monitoring-cloud-with-maintenance-cloud/
true,GET,https://docs.oracle.com/en/cloud/paas/analytics-cloud/essmg/
true,GET,https://docs.oracle.com/webfolder/technetwork/tutorials/obe/cloud/compute-iaas/manage_psft_hybrid_ams/
true,GET,https://docs.oracle.com/en/cloud/paas/analytics-cloud/adess/
true,GET,https://docs.oracle.com/en/cloud/paas/analytics-cloud/tress/
true,GET,https://docs.oracle.com/cd/B19306_01/
true,GET,https://docs.oracle.com/en/cloud/paas/analytics-cloud/essug/
true,GET,https://docs.oracle.com/en/middleware/developer-tools/jet/11.1/
true,GET,https://docs.oracle.com/cd/E61380_01/
true,GET,https://docs.oracle.com/cd/E66975_01/
true,GET,https://docs.oracle.com/en/middleware/developer-tools/jet/11/
true,GET,https://docs.oracle.com/cd/E24290_01/
true,GET,https://docs.oracle.com/en/middleware/developer-tools/jet/12/
true,GET,https://docs.oracle.com/en/cloud/paas/analytics-cloud/achlp/
true,GET,https://docs.oracle.com/cd/F26413_31/
true,GET,https://docs.oracle.com/cd/F56182_01/
true,GET,https://docs.oracle.com/en/middleware/developer-tools/jet/12.1/
true,GET,https://docs.oracle.com/en/middleware/goldengate/core/12.3.0.1/
true,GET,https://docs.oracle.com/goldengate/c1221/gg-winux/
true,GET,https://docs.oracle.com/cd/F26414_31/
true,GET,https://docs.oracle.com/cd/E57185_01/
true,GET,https://docs.oracle.com/cd/F16408_01/
true,GET,https://docs.oracle.com/cd/F47663_01/
true,GET,https://docs.oracle.com/en/middleware/goldengate/core/18.1/
true,GET,https://docs.oracle.com/cd/F56386_01/
true,GET,https://docs.oracle.com/goldengate/1212/gg-winux/
true,GET,https://docs.oracle.com/javase/10/
true,GET,https://docs.oracle.com/en/java/javase/12/
true,GET,https://docs.oracle.com/en/java/javase/13/
true,GET,https://docs.oracle.com/javase/9/
true,GET,https://docs.oracle.com/en/java/javase/16/
true,GET,https://docs.oracle.com/en/java/javase/18/
true,GET,https://docs.oracle.com/en/java/javase/19/
true,GET,https://docs.oracle.com/javase/7/
true,GET,https://docs.oracle.com/database/121/
true,GET,https://docs.oracle.com/en/java/javase/15/
true,GET,https://docs.oracle.com/en/java/javase/14/
true,GET,https://docs.oracle.com/cd/E35209_01/
true,GET,https://docs.oracle.com/cd/B10501_01/
true,GET,https://docs.oracle.com/cd/B12037_01/
true,GET,https://docs.oracle.com/cd/E24693_01/
true,GET,https://docs.oracle.com/cd/E18283_01/
true,GET,https://docs.oracle.com/cd/B14156_01/
true,GET,https://docs.oracle.com/cd/B14117_01/
true,GET,https://docs.oracle.com/cd/E40248_01/
true,GET,https://docs.oracle.com/cd/A91034_01/
true,GET,https://docs.oracle.com/cd/A87860_01/
true,GET,https://docs.oracle.com/cd/A57673_01/
true,GET,https://docs.oracle.com/en/virtualization/secure-global-desktop/
true,GET,https://docs.oracle.com/cd/A87861_01/
true,GET,https://docs.oracle.com/cd/A81042_01/
true,GET,https://docs.oracle.com/cd/A87862_01/
true,GET,https://docs.oracle.com/cd/A84870_01/
true,GET,https://docs.oracle.com/cd/E65412_01/
true,GET,https://docs.oracle.com/html/
true,GET,https://docs.oracle.com/cd/A64702_01/
true,GET,https://docs.oracle.com/cd/E88357_01/
true,GET,https://docs.oracle.com/cd/E19141-01/
true,GET,https://docs.oracle.com/cd/E19351-01/
true,GET,https://docs.oracle.com/cd/E19728-01/
true,GET,https://docs.oracle.com/cd/E19770-01/
true,GET,https://docs.oracle.com/cd/F11608_01/
true,GET,https://docs.oracle.com/cd/E51728_01/
true,GET,https://docs.oracle.com/cd/E36500_01/
true,GET,https://docs.oracle.com/cd/E37459_01/
true,GET,https://docs.oracle.com/cd/E26217_01/
true,GET,https://docs.oracle.com/cd/E41492_01/
true,GET,https://docs.oracle.com/en/virtualization/secure-global-desktop/5.6/
true,GET,https://docs.oracle.com/cd/E22904_01/
true,GET,https://docs.oracle.com/cd/E26362_01/
true,GET,https://docs.oracle.com/cd/E11882_01/
true,GET,https://docs.oracle.com/cd/E22858_01/
true,GET,https://docs.oracle.com/en/middleware/developer-tools/jet/13.1/
true,GET,https://docs.oracle.com/en/middleware/developer-tools/jet/13/
true,GET,https://docs.oracle.com/cd/E27795_01/
true,GET,https://docs.oracle.com/cd/E22905_01/
true,GET,https://docs.oracle.com/cd/E23941_01/
true,GET,https://docs.oracle.com/cd/E23617_01/
true,GET,https://docs.oracle.com/cd/E35973_01/
true,GET,https://docs.oracle.com/cd/E96260_01/
true,GET,https://docs.oracle.com/cd/E36351_01/
true,GET,https://docs.oracle.com/cd/E90981_01/
true,GET,https://docs.oracle.com/cd/E78305_01/
true,GET,https://docs.oracle.com/cd/E23615_01/
true,GET,https://docs.oracle.com/cd/E65465_01/
true,GET,https://docs.oracle.com/cd/E23616_01/
true,GET,https://docs.oracle.com/cd/E64747_01/
true,GET,https://docs.oracle.com/cd/A87862_01/NT817CLI/
true,GET,https://docs.oracle.com/cd/A87861_01/NT817EE/
true,GET,https://docs.oracle.com/cd/A87860_01/doc/
true,GET,https://docs.oracle.com/cd/A91034_01/DOC/
true,GET,https://docs.oracle.com/cd/E73172_01/
true,GET,https://docs.oracle.com/en/database/other-databases/nosql-database/22.1/
true,GET,https://docs.oracle.com/en/database/other-databases/nosql-database/21.1/
true,GET,https://docs.oracle.com/cd/F75452_01/
true,GET,https://docs.oracle.com/en/database/other-databases/essbase/19.3/
true,GET,https://docs.oracle.com/en/database/other-databases/nosql-database/21.2/
true,GET,https://docs.oracle.com/cd/F55773_01/
true,GET,https://docs.oracle.com/cd/E12825_01/
true,GET,https://docs.oracle.com/cd/E12032_01/
true,GET,https://docs.oracle.com/cd/E17236_01/
true,GET,https://docs.oracle.com/cd/F44825_01/
true,GET,https://docs.oracle.com/cd/E10530_01/
true,GET,https://docs.oracle.com/cd/F40602_01/
true,GET,https://docs.oracle.com/cd/F35166_01/
true,GET,https://docs.oracle.com/cd/F72086_01/
true,GET,https://docs.oracle.com/cd/F47902_01/
true,GET,https://docs.oracle.com/cd/F79469_01/
true,GET,https://docs.oracle.com/cd/F59340_01/
true,GET,https://docs.oracle.com/cd/F30067_01/
true,GET,https://docs.oracle.com/cd/F25240_01/
true,GET,https://docs.oracle.com/cd/F51651_01/
true,GET,https://docs.oracle.com/cd/F22606_01/
true,GET,https://docs.oracle.com/en/cloud/saas/netsuite-quickstart-edition/
true,GET,https://docs.oracle.com/cd/E19548-01/
true,GET,https://docs.oracle.com/cd/F37806_01/
true,GET,https://docs.oracle.com/cd/E19769-01/
true,GET,https://docs.oracle.com/cd/F22607_01/
true,GET,https://docs.oracle.com/cd/E19935-01/
true,GET,https://docs.oracle.com/cd/E19360-01/
true,GET,https://docs.oracle.com/cd/E22471_01/
true,GET,https://docs.oracle.com/cd/E28317_01/
true,GET,https://docs.oracle.com/cd/E35147_01/
true,GET,https://docs.oracle.com/cd/F32204_01/
true,GET,https://docs.oracle.com/cd/E50597_01/
true,GET,https://docs.oracle.com/cd/E28223_01/
true,GET,https://docs.oracle.com/cd/E27998_01/
true,GET,https://docs.oracle.com/cd/E51475_01/
true,GET,https://docs.oracle.com/cd/E56021_01/
true,GET,https://docs.oracle.com/cd/E38445_01/
true,GET,https://docs.oracle.com/cd/E56047_01/
true,GET,https://docs.oracle.com/cd/E69262_01/
true,GET,https://docs.oracle.com/cd/F30066_01/
true,GET,https://docs.oracle.com/cd/E39520_01/
true,GET,https://docs.oracle.com/cd/E71909_01/
true,GET,https://docs.oracle.com/cd/E76475_01/
true,GET,https://docs.oracle.com/cd/E40258_01/
true,GET,https://docs.oracle.com/cd/E40257_01/
true,GET,https://docs.oracle.com/cd/E40259_01/
true,GET,https://docs.oracle.com/cd/F35165_01/
true,GET,https://docs.oracle.com/cd/E40260_01/
true,GET,https://docs.oracle.com/cd/E40256_01/
true,GET,https://docs.oracle.com/en/middleware/developer-tools/jet/14.1/
true,GET,https://docs.oracle.com/en/middleware/developer-tools/jet/15/
true,GET,https://docs.oracle.com/en/middleware/developer-tools/jet/15.1/
true,GET,https://docs.oracle.com/en/java/javase/20/
true,GET,https://docs.oracle.com/en/database/other-databases/nosql-database/22.3/
true,GET,https://docs.oracle.com/en/database/other-databases/nosql-database/23.1/
true,GET,https://docs.oracle.com/en/database/other-databases/nosql-database/22.2/
true,GET,https://docs.oracle.com/cd/E26765_01/
true,GET,https://docs.oracle.com/cd/E25769_01/
true,GET,https://docs.oracle.com/en/middleware/developer-tools/jet/14/
true,GET,https://docs.oracle.com/cd/E26232_01/
true,GET,https://docs.oracle.com/cd/E88467_01/
true,GET,https://docs.oracle.com/cd/E75934_01/
true,GET,https://docs.oracle.com/cd/E41340_01/
true,GET,https://docs.oracle.com/cd/E58407_01/
true,GET,https://docs.oracle.com/cd/E79265_01/
true,GET,https://docs.oracle.com/cd/E83913_01/
true,GET,https://docs.oracle.com/cd/E95229_01/
true,GET,https://docs.oracle.com/cd/F12472_01/
true,GET,https://docs.oracle.com/cd/E71045_01/
true,GET,https://docs.oracle.com/cd/F18008_01/
true,GET,https://docs.oracle.com/cd/F45082_01/
true,GET,https://docs.oracle.com/cd/F32211_01/
true,GET,https://docs.oracle.com/cd/F82674_01/
true,GET,https://docs.oracle.com/cd/F23732_01/
true,GET,https://docs.oracle.com/cd/E52208_01/
true,GET,https://docs.oracle.com/cd/E64069_01/
true,GET,https://docs.oracle.com/cd/E57680_01/
true,GET,https://docs.oracle.com/cd/E76011_01/
true,GET,https://docs.oracle.com/cd/E71209_01/
true,GET,https://docs.oracle.com/cd/E79471_01/
true,GET,https://docs.oracle.com/cd/E83723_01/
true,GET,https://docs.oracle.com/cd/E88469_01/
true,GET,https://docs.oracle.com/cd/E88470_01/
true,GET,https://docs.oracle.com/cd/E94682_01/
true,GET,https://docs.oracle.com/cd/F10380_01/
true,GET,https://docs.oracle.com/cd/F17112_01/
true,GET,https://docs.oracle.com/cd/F22841_01/
true,GET,https://docs.oracle.com/cd/F45080_01/
true,GET,https://docs.oracle.com/cd/F31382_01/
true,GET,https://docs.oracle.com/cd/E52390_01/
true,GET,https://docs.oracle.com/cd/F82673_01/
true,GET,https://docs.oracle.com/cd/E61479_01/
true,GET,https://docs.oracle.com/cd/E58984_01/
true,GET,https://docs.oracle.com/cd/E56604_01/
true,GET,https://docs.oracle.com/cd/E41948_01/
true,GET,https://docs.oracle.com/cd/E51433_01/
true,GET,https://docs.oracle.com/cd/E78508_01/
true,GET,https://docs.oracle.com/cd/E74568_01/
true,GET,https://docs.oracle.com/cd/E76433_01/
true,GET,https://docs.oracle.com/cd/E80130_01/
true,GET,https://docs.oracle.com/cd/E81622_01/
true,GET,https://docs.oracle.com/cd/E85203_01/
true,GET,https://docs.oracle.com/cd/E87658_01/
true,GET,https://docs.oracle.com/cd/E91613_01/
true,GET,https://docs.oracle.com/cd/E93737_01/
true,GET,https://docs.oracle.com/cd/E89584_01/
true,GET,https://docs.oracle.com/cd/E97063_01/
true,GET,https://docs.oracle.com/cd/E99725_01/
true,GET,https://docs.oracle.com/cd/F12400_01/
true,GET,https://docs.oracle.com/cd/F16439_01/
true,GET,https://docs.oracle.com/cd/F19196_01/
true,GET,https://docs.oracle.com/cd/F22127_01/
true,GET,https://docs.oracle.com/cd/F28475_01/
true,GET,https://docs.oracle.com/cd/F25059_01/
true,GET,https://docs.oracle.com/cd/F32004_01/
true,GET,https://docs.oracle.com/cd/F34686_01/
true,GET,https://docs.oracle.com/cd/F37117_01/
true,GET,https://docs.oracle.com/cd/F42205_01/
true,GET,https://docs.oracle.com/cd/F39373_01/
true,GET,https://docs.oracle.com/cd/F46511_01/
true,GET,https://docs.oracle.com/cd/F49243_01/
true,GET,https://docs.oracle.com/cd/F52785_01/
true,GET,https://docs.oracle.com/cd/F60972_01/
true,GET,https://docs.oracle.com/cd/F72818_01/
true,GET,https://docs.oracle.com/cd/F82121_01/
true,GET,https://docs.oracle.com/cd/F96358_01/
true,GET,https://docs.oracle.com/cd/F88359_01/
true,GET,https://docs.oracle.com/cd/F92336_01/
true,GET,https://docs.oracle.com/cd/F76570_01/
true,GET,https://docs.oracle.com/cd/E39904_01/
true,GET,https://docs.oracle.com/cd/E51994_01/
true,GET,https://docs.oracle.com/cd/E57974_01/
true,GET,https://docs.oracle.com/cd/E62891_01/
true,GET,https://docs.oracle.com/cd/E79521_01/
true,GET,https://docs.oracle.com/cd/E66675_01/
true,GET,https://docs.oracle.com/cd/E64438_01/
true,GET,https://docs.oracle.com/cd/E76897_01/
true,GET,https://docs.oracle.com/cd/E73577_01/
true,GET,https://docs.oracle.com/cd/E83381_01/
true,GET,https://docs.oracle.com/cd/E81577_01/
true,GET,https://docs.oracle.com/cd/E86609_01/
true,GET,https://docs.oracle.com/cd/F11510_01/
true,GET,https://docs.oracle.com/cd/E88471_01/
true,GET,https://docs.oracle.com/cd/E97904_01/
true,GET,https://docs.oracle.com/cd/F20644_01/
true,GET,https://docs.oracle.com/cd/E92825_01/
true,GET,https://docs.oracle.com/cd/E95227_01/
true,GET,https://docs.oracle.com/cd/F17865_02/
true,GET,https://docs.oracle.com/cd/F23178_01/
true,GET,https://docs.oracle.com/cd/F32872_01/
true,GET,https://docs.oracle.com/cd/F26419_01/
true,GET,https://docs.oracle.com/cd/F40831_01/
true,GET,https://docs.oracle.com/cd/F38031_01/
true,GET,https://docs.oracle.com/cd/F30488_01/
true,GET,https://docs.oracle.com/cd/F35564_01/
true,GET,https://docs.oracle.com/cd/F44666_01/
true,GET,https://docs.oracle.com/cd/F47110_01/
true,GET,https://docs.oracle.com/cd/F50722_01/
true,GET,https://docs.oracle.com/cd/F54488_01/
true,GET,https://docs.oracle.com/cd/F75146_01/
true,GET,https://docs.oracle.com/cd/F70519_01/
true,GET,https://docs.oracle.com/cd/F79855_01/
true,GET,https://docs.oracle.com/cd/F95822_01/
true,GET,https://docs.oracle.com/cd/F58024_01/
true,GET,https://docs.oracle.com/cd/F85027_01/
true,GET,https://docs.oracle.com/cd/F88037_01/
true,GET,https://docs.oracle.com/cd/E40090_01/
true,GET,https://docs.oracle.com/cd/E87039_01/
true,GET,https://docs.oracle.com/cd/E57068_01/
true,GET,https://docs.oracle.com/cd/E84202_01/
true,GET,https://docs.oracle.com/cd/E71360_01/
true,GET,https://docs.oracle.com/cd/E89869_01/
true,GET,https://docs.oracle.com/cd/E96416_01/
true,GET,https://docs.oracle.com/cd/F10139_01/
true,GET,https://docs.oracle.com/cd/F12053_01/
true,GET,https://docs.oracle.com/cd/F18665_01/
true,GET,https://docs.oracle.com/cd/F25368_01/
true,GET,https://docs.oracle.com/cd/F32654_01/
true,GET,https://docs.oracle.com/cd/F39986_01/
true,GET,https://docs.oracle.com/cd/F48807_01/
true,GET,https://docs.oracle.com/cd/F57918_01/
true,GET,https://docs.oracle.com/cd/F75142_01/
true,GET,https://docs.oracle.com/cd/F82675_01/
true,GET,https://docs.oracle.com/cd/F88029_01/
true,GET,https://docs.oracle.com/cd/E72809_01/
true,GET,https://docs.oracle.com/cd/E88587_01/
true,GET,https://docs.oracle.com/cd/E84528_01/
true,GET,https://docs.oracle.com/cd/E83911_01/
true,GET,https://docs.oracle.com/cd/E77219_01/
true,GET,https://docs.oracle.com/cd/E80531_01/
true,GET,https://docs.oracle.com/cd/E92915_01/
true,GET,https://docs.oracle.com/cd/E91072_01/
true,GET,https://docs.oracle.com/cd/F21108_01/
true,GET,https://docs.oracle.com/cd/E98281_01/
true,GET,https://docs.oracle.com/cd/F11339_01/
true,GET,https://docs.oracle.com/cd/E95664_01/
true,GET,https://docs.oracle.com/cd/F18134_01/
true,GET,https://docs.oracle.com/cd/F14149_01/
true,GET,https://docs.oracle.com/cd/F26850_01/
true,GET,https://docs.oracle.com/cd/F38457_01/
true,GET,https://docs.oracle.com/cd/F24070_01/
true,GET,https://docs.oracle.com/cd/F30563_01/
true,GET,https://docs.oracle.com/cd/F33382_01/
true,GET,https://docs.oracle.com/cd/F44664_01/
true,GET,https://docs.oracle.com/cd/F35867_01/
true,GET,https://docs.oracle.com/cd/F41618_01/
true,GET,https://docs.oracle.com/cd/F58738_01/
true,GET,https://docs.oracle.com/cd/F54773_01/
true,GET,https://docs.oracle.com/cd/F51342_01/
true,GET,https://docs.oracle.com/cd/F48195_01/
true,GET,https://docs.oracle.com/cd/F70351_01/
true,GET,https://docs.oracle.com/cd/F79924_01/
true,GET,https://docs.oracle.com/cd/F75150_01/
true,GET,https://docs.oracle.com/cd/F85282_01/
true,GET,https://docs.oracle.com/cd/E87293_01/
true,GET,https://docs.oracle.com/cd/F89688_01/
true,GET,https://docs.oracle.com/cd/F95826_01/
true,GET,https://docs.oracle.com/cd/E84204_01/
true,GET,https://docs.oracle.com/cd/E96609_01/
true,GET,https://docs.oracle.com/cd/F10115_01/
true,GET,https://docs.oracle.com/cd/F12813_01/
true,GET,https://docs.oracle.com/cd/E89924_01/
true,GET,https://docs.oracle.com/cd/F18719_01/
true,GET,https://docs.oracle.com/cd/F25291_01/
true,GET,https://docs.oracle.com/cd/F48809_01/
true,GET,https://docs.oracle.com/cd/F32972_01/
true,GET,https://docs.oracle.com/cd/F40092_01/
true,GET,https://docs.oracle.com/cd/F57916_01/
true,GET,https://docs.oracle.com/cd/F75144_01/
true,GET,https://docs.oracle.com/cd/F82676_01/
true,GET,https://docs.oracle.com/cd/E66686_01/
true,GET,https://docs.oracle.com/cd/F88033_01/
true,GET,https://docs.oracle.com/cd/E99483_01/
true,GET,https://docs.oracle.com/cd/E87544_01/
true,GET,https://docs.oracle.com/cd/E92519_01/
true,GET,https://docs.oracle.com/cd/F30998_01/
true,GET,https://docs.oracle.com/cd/F13640_01/
true,GET,https://docs.oracle.com/cd/F25244_01/
true,GET,https://docs.oracle.com/cd/F40609_01/
true,GET,https://docs.oracle.com/cd/F44200_01/
true,GET,https://docs.oracle.com/cd/F52213_01/
true,GET,https://docs.oracle.com/cd/F75887_01/
true,GET,https://docs.oracle.com/cd/F75890_01/
true,GET,https://docs.oracle.com/cd/F70249_01/
true,GET,https://docs.oracle.com/cd/F88569_01/
true,GET,https://docs.oracle.com/cd/F82753_01/
true,GET,https://docs.oracle.com/cd/F95115_01/
true,GET,https://docs.oracle.com/html/F38510_01/
true,GET,https://docs.oracle.com/html/A147788_1/
true,GET,https://docs.oracle.com/html/F55572_01/
true,GET,https://docs.oracle.com/html/A17070/
true,GET,https://docs.oracle.com/cd/F98181_01/
true,GET,https://docs.oracle.com/html/F51158_01/
true,GET,https://docs.oracle.com/html/A136135_1/
true,GET,https://docs.oracle.com/html/F47903_01/
true,GET,https://docs.oracle.com/html/F37128_01/
true,GET,https://docs.oracle.com/html/Q53269_01/
true,GET,https://docs.oracle.com/html/F37125_01/
true,GET,https://docs.oracle.com/html/E80480_01/
true,GET,https://docs.oracle.com/html/E70169_02/
true,GET,https://docs.oracle.com/html/Q52402_51/
true,GET,https://docs.oracle.com/html/F33157_01/
true,GET,https://docs.oracle.com/html/F35432_01/
true,GET,https://docs.oracle.com/html/F25597_01/
true,GET,https://docs.oracle.com/html/F15081_02/
true,GET,https://docs.oracle.com/html/E93134_01/
true,GET,https://docs.oracle.com/html/F10250_03/
true,GET,https://docs.oracle.com/html/F10643_02/
true,GET,https://docs.oracle.com/html/F10644_02/
true,GET,https://docs.oracle.com/html/F10653_03/
true,GET,https://docs.oracle.com/html/F19743_01/
true,GET,https://docs.oracle.com/html/F10251_03/
true,GET,https://docs.oracle.com/html/F18571_01/
true,GET,https://docs.oracle.com/html/E17566_01/
true,GET,https://docs.oracle.com/html/F18133_01/
true,GET,https://docs.oracle.com/html/E99997_01/
true,GET,https://docs.oracle.com/html/F18560_01/
true,GET,https://docs.oracle.com/html/F16992_01/
true,GET,https://docs.oracle.com/html/F17211_01/
true,GET,https://docs.oracle.com/html/F17213_01/
true,GET,https://docs.oracle.com/html/F17214_01/
true,GET,https://docs.oracle.com/html/F16977_01/
true,GET,https://docs.oracle.com/html/F17212_01/
true,GET,https://docs.oracle.com/html/F16976_01/
true,GET,https://docs.oracle.com/html/E87854_04/
true,GET,https://docs.oracle.com/html/E87893_04/
true,GET,https://docs.oracle.com/html/F15786_01/
true,GET,https://docs.oracle.com/html/F16975_01/
true,GET,https://docs.oracle.com/html/E87938_04/
true,GET,https://docs.oracle.com/html/E70292_05/
true,GET,https://docs.oracle.com/html/F11023_01/
true,GET,https://docs.oracle.com/html/F11022_01/
true,GET,https://docs.oracle.com/html/F11015_01/
true,GET,https://docs.oracle.com/html/F11019_01/
true,GET,https://docs.oracle.com/html/E23559_10/
true,GET,https://docs.oracle.com/html/F11014_01/
true,GET,https://docs.oracle.com/html/F11018_01/
true,GET,https://docs.oracle.com/html/F11017_01/
true,GET,https://docs.oracle.com/html/F11012_01/
true,GET,https://docs.oracle.com/html/E41197_01/
true,GET,https://docs.oracle.com/html/E93463_02/
true,GET,https://docs.oracle.com/html/E93457_02/
true,GET,https://docs.oracle.com/html/F11020_01/
true,GET,https://docs.oracle.com/html/F11651_01/
true,GET,https://docs.oracle.com/html/E93581_02/
true,GET,https://docs.oracle.com/html/F10794_01/
true,GET,https://docs.oracle.com/html/F10793_01/
true,GET,https://docs.oracle.com/html/F10650_01/
true,GET,https://docs.oracle.com/html/F10655_01/
true,GET,https://docs.oracle.com/html/F10654_01/
true,GET,https://docs.oracle.com/html/F10656_01/
true,GET,https://docs.oracle.com/html/E97712_01/
true,GET,https://docs.oracle.com/html/F10657_01/
true,GET,https://docs.oracle.com/html/F10649_01/
true,GET,https://docs.oracle.com/html/F10645_01/
true,GET,https://docs.oracle.com/html/F10647_01/
true,GET,https://docs.oracle.com/html/F10646_01/
true,GET,https://docs.oracle.com/html/F10648_01/
true,GET,https://docs.oracle.com/html/F10651_01/
true,GET,https://docs.oracle.com/html/F10658_01/
true,GET,https://docs.oracle.com/html/F10660_01/
true,GET,https://docs.oracle.com/html/F10661_01/
true,GET,https://docs.oracle.com/html/F10652_01/
true,GET,https://docs.oracle.com/html/F10659_01/
true,GET,https://docs.oracle.com/html/E95761_02/
true,GET,https://docs.oracle.com/html/F10249_01/
true,GET,https://docs.oracle.com/html/F10252_01/
true,GET,https://docs.oracle.com/html/E95764_02/
true,GET,https://docs.oracle.com/html/E95759_02/
true,GET,https://docs.oracle.com/html/E95760_02/
true,GET,https://docs.oracle.com/html/E95770_02/
true,GET,https://docs.oracle.com/html/F10240_01/
true,GET,https://docs.oracle.com/html/E95776_02/
true,GET,https://docs.oracle.com/html/E95765_02/
true,GET,https://docs.oracle.com/html/E95769_02/
true,GET,https://docs.oracle.com/html/E87911_03/
true,GET,https://docs.oracle.com/html/E87886_03/
true,GET,https://docs.oracle.com/html/E87856_03/
true,GET,https://docs.oracle.com/html/E88372_02/
true,GET,https://docs.oracle.com/html/E76904_01/
true,GET,https://docs.oracle.com/html/E55694_01/
true,GET,https://docs.oracle.com/html/E87909_03/
true,GET,https://docs.oracle.com/html/E88371_02/
true,GET,https://docs.oracle.com/html/E25460_03/
true,GET,https://docs.oracle.com/html/E99998_01/
true,GET,https://docs.oracle.com/html/F10012_01/
true,GET,https://docs.oracle.com/html/E96572_01/
true,GET,https://docs.oracle.com/html/E99994_01/
true,GET,https://docs.oracle.com/html/E96571_01/
true,GET,https://docs.oracle.com/html/E97704_01/
true,GET,https://docs.oracle.com/html/E96570_01/
true,GET,https://docs.oracle.com/html/E96574_01/
true,GET,https://docs.oracle.com/html/E97051_01/
true,GET,https://docs.oracle.com/html/E97463_01/
true,GET,https://docs.oracle.com/html/E96569_01/
true,GET,https://docs.oracle.com/html/E97700_01/
true,GET,https://docs.oracle.com/html/E97685_01/
true,GET,https://docs.oracle.com/html/E97698_01/
true,GET,https://docs.oracle.com/html/E97699_01/
true,GET,https://docs.oracle.com/html/E96566_01/
true,GET,https://docs.oracle.com/html/E97702_01/
true,GET,https://docs.oracle.com/html/E96567_01/
true,GET,https://docs.oracle.com/html/E96563_01/
true,GET,https://docs.oracle.com/html/E96565_01/
true,GET,https://docs.oracle.com/html/E96559_01/
